Input Sentences,Output Sentences,Grammatical Error
মোঃ  দেলোয়ার হোসেন এর করা প্রশ্নগুচ্ছ,মোঃ দেলোয়ার হোসেন এর করা প্রশ্নগুচ্ছ,1
আরো ভালোভাবে বিষয়গুলো সম্পর্কে ধারণা আরো স্পষ্ট করতে এই ইউটিউব টিউটোরিয়ালটির সাহায্য নিন -,আরো ভালোভাবে বিষয়গুলো সম্পর্কে ধারণা আরো স্পষ্ট করতে এই ইউটিউব টিউটোরিয়ালটির সাহায্য নিন -,0
আরটিএম আল-কবির টেকনিক্যাল ইউনিভার্সিটি-তে বাংলাদেশ মঞ্জুরী কমিশন অনুমোদিত নিম্নোক্ত বিষয়সমূহে পাঠদান করা হয়:,আরটিএম আল-কবির টেকনিক্যাল ইউনিভার্সিটি-তে বাংলাদেশ বিশ্ববিদ্যালয় মঞ্জুরী কমিশন অনুমোদিত নিম্নোক্ত বিষয়সমূহে পাঠদান করা হয়:,1
"আসাদুজ্জামান বিডিনিউজ টোয়েন্টিফোর ডটকমকে বলেন, “মঙ্গলবার সকালে এ পাঁচটি ভোটের তালিকা থেকে বাদ যায়।","আসাদুজ্জামান বিডিনিউজ টোয়েন্টিফোর ডটকমকে বলেন, “মঙ্গলবার সকালে এই পাঁচটি ভোটের তালিকা থেকে বাদ যায়।",1
"শে আগস্ট, ২০০৯ বিকাল ৫:৪১","২৯ শে আগস্ট, ২০০৯  বিকাল ৫:৪১",1
"সাথে বিবর্তনবাদ অজাচারকে ইংগিত করেঃ মায়ের সাথে ছেলের, বাবার সাথে মেয়ের এবং ভাইয়ের সাথে বোনের।","বিবর্তনবাদ অজাচারকে ইংগিত করেঃ মায়ের সাথে ছেলের, বাবার সাথে মেয়ের এবং ভাইয়ের সাথে বোনের।",1
বনানী উচ্চ বিদ্যালয় বাংলাদেশের চট্টগ্রাম জেলার একটি শিক্ষাপ্রতিষ্ঠান।,হেয়াকো বনানী উচ্চ বিদ্যালয় বাংলাদেশের চট্টগ্রাম জেলার একটি শিক্ষাপ্রতিষ্ঠান।,1
মরুভূমির জলদস্যু বলেছেন:আমি প্রথম কোনটা পড়েছি মনে নেই একেবারেই।,মরুভূমির জলদস্যু বলেছেন: আমি প্রথম কোনটা পড়েছি মনে নেই একেবারেই।,1
"""কেমন লাগছে জেরোমিল? কি মনে হচ্ছে? পছন্দ হয়েছে তোমার?"" ধৈর্য্যের বাধ ভেঙে জিজ্ঞেস করলো মা।","""কেমন লাগছে জেরোমিল? কি মনে হচ্ছে? পছন্দ হয়েছে তোমার?"" ধৈর্য্যের বাধ ভেঙে জিজ্ঞেস করলো মা।",0
মেশিনে নয় হাতে ভো টপুনর্গণনার পক্ষে হিলারি,মেশিনে নয় হাতে ভোট পুনর্গণনার পক্ষে হিলারি,1
"দুবাই, আবুধাবিতে ১৩ জুলাই থেকে বিমানের বাণিজ্যিক ফি্লাইট চালু","দুবাই, আবুধাবিতে ১৩ জুলাই থেকে বিমানের বাণিজ্যিক ফ্লাইট চালু",1
ত্রাণ প্রকল্প মুসলিমদের ভেবে কথা তৈরি হয়নি,ত্রাণ প্রকল্প মুসলিমদের কথা ভেবে তৈরি হয়নি,1
"ভিনধর্মে বিয়ে, অনার কিলিংয়ের শিকরা গর্ভবতী","ভিনধর্মে বিয়ে, অনার কিলিংয়ের শিকার গর্ভবতী",1
"“কি সাগর বাবা, তোমার তোমাদের হারানো কুকুরটার জন্য মায়া লাগছে খুব, না”","“কি সাগর বাবা, তোমার তোমাদের হারানো কুকুরটার জন্য মায়া লাগছে খুব, তাই না”",1
"আনাস ইবন মালেক রাদিয়াল্লাহু আনহু থেকে বর্ণিত, নবী করীম সাল্লাল্লাহু আলাইহি ওয়াসাল্লাম বলেছেন","আনাস ইবন মালেক রাদিয়াল্লাহু আনহু থেকে বর্ণিত, নবী করীম সাল্লাল্লাহু আলাইহি ওয়াসাল্লাম বলেছেন",0
যোগ্যতাসম্পন্ন প্রার্থীদের আবেদনের ঘটনা নজিরবিহীন বলেই মনে করছেন নজিরবিহীন সরকারি কর্মকর্তারা।,যোগ্যতাসম্পন্ন প্রার্থীদের আবেদনের ঘটনা নজিরবিহীন বলেই মনে করছেন সরকারি কর্মকর্তারা।,1
সম্প্রতি কি সিনেমা দেখলাম : শেয়ার করুন আপনার দেখা লেটেস্ট সিনেমাটি,সম্প্রতি কি সিনেমা দেখলাম : শেয়ার করুন আপনার দেখা লেটেস্ট সিনেমাটি,0
পুলিশ গিয়ে মরদেহ উদ্ধার করে ময়নাতদন্তের জন্য পাঠায়। মর্গে,পুলিশ গিয়ে মরদেহ উদ্ধার করে ময়নাতদন্তের জন্য মর্গে পাঠায়।,1
"প্রকাশ : ০৫ ডিসেম্বর ২০২১, ১৯:২৬ আপডেট : ০৫ ডিসেম্বর ২০২১, ১৯:৪২","প্রকাশ : ০৫ ডিসেম্বর ২০২১, ১৯:২৬ আপডেট : ০৫ ডিসেম্বর ২০২১, ১৯:৪২",0
ফারজানা যুক্তরাজ্যের দক্ষিণ পূর্ব লন্ডনে জন্মগ্রহণ করেন। তিনি লন্ডনের রব্রিট স্কুল-এ পড়াশুনা করেন।,ফারজানা যুক্তরাজ্যের দক্ষিণ পূর্ব লন্ডনে জন্মগ্রহণ করেন। তিনি লন্ডনের ব্রিট স্কুল-এ পড়াশুনা করেন।,1
'নীল রঙের। বহলুদ রঙের ব্লাউজ। সবুজ রঙের ছাতা।','নীল রঙের। হলুদ রঙের ব্লাউজ। সবুজ রঙের ছাতা।',1
কোর্টে এসে গিয়েছেন সিন্ধু এবং তাই।,কোর্টে এসে গিয়েছেন সিন্ধু এবং তাই।,0
সাহিনুর দারুন বলেছেন: খুবই দারুন খবর এটি শুভকামনা রইলো সবার জন্য,সাহিনুর বলেছেন: খুবই দারুন খবর এটি শুভকামনা রইলো সবার জন্য,1
ক্রিমচাক ইউক্রেনের ক্রিমীয় উপদ্বীপে হতো। ব্যবহৃত,ক্রিমচাক ইউক্রেনের ক্রিমীয় উপদ্বীপে ব্যবহৃত হতো।,1
"প্রকাশ : ২৪ নভেম্বর ২০২১, ১৪:৪ ৪আপডেট : ২৫ নভেম্বর ২০২১, ০৯:৩৬","প্রকাশ : ২৪ নভেম্বর ২০২১, ১৪:৪৪ আপডেট : ২৫ নভেম্বর ২০২১, ০৯:৩৬",1
তিন ইসলামিক গান আরফিন নিয়ে রুমি,তিন ইসলামিক গান নিয়ে আরফিন রুমি,1
-এমন তো তোমার কাছথেকে আশা যায় না ।,-এমন তো তোমার কাছ থেকে আশা যায় না ।,1
"আপডেট : ১০ নভেম্বর, : ২০২১ ২১:৩২","আপডেট : ১০ নভেম্বর, ২০২১ ২১:৩২",1
মাহানির মামলায় জামিন পেলেন মইনুল হোসেন,মানহানির মামলায় জামিন পেলেন মইনুল হোসেন,1
"বিষয়বস্তু: পূর্ব এশিয়া, ভিয়েতনাম, নাগরিক মাধ্যম, প্রচার মাধ্যম বিষয়বস্তু: ও সাংবাদিকতা, প্রযুক্তি, রাজনীতি","বিষয়বস্তু: পূর্ব এশিয়া, ভিয়েতনাম, নাগরিক মাধ্যম, প্রচার মাধ্যম ও সাংবাদিকতা, প্রযুক্তি, রাজনীতি",1
সুতরাং রা়যচৌধুরী সমীকরণের আরেকটি রূপ হলো:,সুতরাং রায়চৌধুরী সমীকরণের আরেকটি রূপ হলো:,1
কোন েঘবিধুর জলে রাতের ভেলায়  মিশে যাই,কোন মেঘবিধুর জলে রাতের ভেলায়  মিশে যাই,1
ইসলামী ব্যাংকের শরিয়াহ পরিপালনবিষয়ক ওয়েবিনার,ইসলামী ব্যাংকের শরিয়াহ পরিপালনবিষয়ক ওয়েবিনার,0
বয়ন্ডসুবিধা: অনিয়মই যেন নিয়ম হইয়াছে!,বন্ডসুবিধা: অনিয়মই যেন নিয়ম হইয়াছে!,1
বিবৃতিতে এই দুঃখজনক সময়ে ইতালি ও এর জনগণের পাশে দাঁড়ানোর কথা ব্যক্ত করা হয়।,বিবৃতিতে এই দুঃখজনক সময়ে ইতালি ও এর জনগণের পাশে দাঁড়ানোর কথা ব্যক্ত করা হয়।,0
মাদকনেওয়ার ব্যাপারে দীপিকার সরল স্বীকারোক্তি!,মাদক নেওয়ার ব্যাপারে দীপিকার সরল স্বীকারোক্তি!,1
সার্চ ইঞ্জিন অপটিমাইজেশন সার্চ নিয়ে ক্যারিয়ার গড়তে চাইলে।,সার্চ ইঞ্জিন অপটিমাইজেশন নিয়ে ক্যারিয়ার গড়তে চাইলে।,1
গতিতে মোবাইল ইন্টারনেটের গতিতে কেন পিছিয়ে,মোবাইল ইন্টারনেটের গতিতে কেন পিছিয়ে,1
"ভয় পেয়ে রুখে দাঁড়িয়েছে, দরজা আটকে আমাকে দাঁড়িয়েছে, রেখেছে","ভয় পেয়ে রুখে দাঁড়িয়েছে, দরজা আটকে আমাকে রেখেছে",1
সোমবার প্রধান বিচারপতির শপথবাক্য পাঠ করাবেন রাজ্যপাল জগদীপ ধনখড়। উপস্থিত থাকবেন মমতা মুখ্যমন্ত্রী বন্দ্যোপাধ্যায়।,সোমবার প্রধান বিচারপতির শপথবাক্য পাঠ করাবেন রাজ্যপাল জগদীপ ধনখড়। উপস্থিত থাকবেন মুখ্যমন্ত্রী মমতা বন্দ্যোপাধ্যায়।,1
প্রশ্ন : বাংলাদেশের কোন ক্রিকেটারের খেলা দেখতে স্বাচ্ছন্দ্যবোধ আপনি করেন?,প্রশ্ন : বাংলাদেশের কোন ক্রিকেটারের খেলা দেখতে আপনি স্বাচ্ছন্দ্যবোধ করেন?,1
মুক্তচিন্তার ব্লগার ও প্রকাশকদের হত্যার প্রতিবাদে মানিকগঞ্জে বিক্ষোভ মিছিল সমাবেশ ও করেছে বিভিন্ন সংগঠন।,মুক্তচিন্তার ব্লগার ও প্রকাশকদের হত্যার প্রতিবাদে মানিকগঞ্জে বিক্ষোভ মিছিল ও সমাবেশ করেছে বিভিন্ন সংগঠন।,1
মাদক া নেশা সেবন না করা,মাদক বা নেশা সেবন না করা,1
"অনাস্থা আনতে ৩০ বিধায়ক দরকার, আছে? প্রশ্ন সৌগতর","অনাস্থা আনতে ৩০ বিধায়ক দরকার, বিজেপির আছে? প্রশ্ন সৌগতর",1
"প্রকাশ : ২২ ডিসেম্বর ২০২০, ১৪:১২ আপডেট : ২২ ডিসেম্বর ২০২০, ১৪:১০","প্রকাশ : ২২ ডিসেম্বর ২০২০, ১৪:১২ আপডেট : ২২ ডিসেম্বর ২০২০, ১৪:১০",0
"চলচ্চিত্র ের বিভিন্ন চরিত্রে অভিনয় করেছেন শিমুল খান, জয়িতা মাহলানবীশ, সাজু আহমেদ, নীলা, পাপিয়া, সাদিয়া প্রমুখ।","চলচ্চিত্রের বিভিন্ন চরিত্রে অভিনয় করেছেন শিমুল খান, জয়িতা মাহলানবীশ, সাজু আহমেদ, নীলা, পাপিয়া, সাদিয়া প্রমুখ।",1
খাতুন এখন নারী উদ্যোক্তাদের মডেল,হিরা খাতুন এখন নারী উদ্যোক্তাদের মডেল,1
গ্রেপ্তার অমলকে মঙ্গলবার রাঙ্গামাটি কোর্টে পাঠানো হয়েছে বলে জানিয়েছে আইনশৃঙ্খলা বাহিনী।,গ্রেপ্তার অমলকে মঙ্গলবার রাঙ্গামাটি কোর্টে পাঠানো হয়েছে বলে জানিয়েছে আইনশৃঙ্খলা বাহিনী।,0
"সর্বশেষ এডিট ২২ : শে জুলাই, ২০১০ দুপুর ১:৫৫","সর্বশেষ এডিট : ২২ শে জুলাই, ২০১০  দুপুর ১:৫৫",1
"কাদার ভেরত শিশুর কান্না, খড়ো ঘর, খাড়ি বালির ভেতর","কাদার ভেতর শিশুর কান্না, খড়ো ঘর, খাড়ি বালির ভেতর",1
উদীচীর প্রতিষ্ঠাবার্ষিকী উপলক্ষে শুক্রবার কেন্দ্রীয় শহীদ মিনারে নৃত্য পরিবেশন করেন শিল্পীরা- সমকাল,উদীচীর প্রতিষ্ঠাবার্ষিকী উপলক্ষে শুক্রবার কেন্দ্রীয় শহীদ মিনারে নৃত্য পরিবেশন করেন শিল্পীরা- সমকাল,0
মাহমুদুল্লাহর প্রশংসায় পঞ্চমুখ ভিভিএ সলক্ষণ,মাহমুদুল্লাহর প্রশংসায় পঞ্চমুখ ভিভিএস লক্ষণ,1
পুরাতন বাংলা সিনেমার কিছু ডায়ালগের ফেসবুক ভা্সনঃ,পুরাতন বাংলা সিনেমার কিছু ডায়ালগের ফেসবুক ভার্সনঃ,1
ছিন্নভিন্ন পরিবার প্রতি মুহূর্তে লড়িয়েছে তরুণ ফিলিপকে,ছিন্নভিন্ন পরিবার প্রতি মুহূর্তে লড়িয়েছে তরুণ ফিলিপকে,0
বিলুপ্ত বিলুপ্তপ্রায় ফসলাদি বিভিন্ন প্রকারের ডাল।,বিলুপ্ত বা বিলুপ্তপ্রায় ফসলাদি বিভিন্ন প্রকারের ডাল।,1
০৭ জুলাই ২০ । ২০ু:৪৭,০৭ জুলাই ২০ । ২০:৪৭,1
"যোগাযোগ: সভাপতি ,বরুড়া হাজী নোয়াব আলী পাইলট উচ্চ বিদ্যালয়,ডাক উপজেলা ও : বরুড়া,জেলা: কুমিল্লা","যোগাযোগ: সভাপতি ,বরুড়া হাজী নোয়াব আলী পাইলট উচ্চ বিদ্যালয়,ডাক ও উপজেলা : বরুড়া,জেলা: কুমিল্লা",1
রাষ্ট্রপতিশাসিত ইরানের শাসনব্যবস্থায় সাধারণত ১২ জন ভাইস নিয়োজিত প্রেসিডেন্ট সরকারের কাজের সমন্বয়ে নিয়োজিত থাকেন।,রাষ্ট্রপতিশাসিত ইরানের শাসনব্যবস্থায় সাধারণত ১২ জন ভাইস প্রেসিডেন্ট সরকারের কাজের সমন্বয়ে নিয়োজিত থাকেন।,1
"গোমস্তাপুরুে অস্ত্র, গুলিসহ একজন গ্রেপ্তার","গোমস্তাপুরে অস্ত্র, গুলিসহ একজন গ্রেপ্তার",1
পুলিশের কাছ থেকে ইয়াবাসহ আটক নারীকে ছিনিয়ে নিল মাদকসেীরা,পুলিশের কাছ থেকে ইয়াবাসহ আটক নারীকে ছিনিয়ে নিল মাদকসেবীরা,1
আইফোন স্টিভ স্টিভ জোবস-এর আবিষ্কার নয়!,আইফোন স্টিভ জোবস-এর আবিষ্কার নয়!,1
"অনেক ধন্যবাদ আপু আপনার জন্য- মন্তব্যের ভাল থাকুন, সুস্থ্য থাকুন।","অনেক ধন্যবাদ আপু আপনার মন্তব্যের জন্য- ভাল থাকুন, সুস্থ্য থাকুন।",1
পরমাণু কেন্দ্রের নজরদারি ক্যামেরা নিয়ে সমোঝতায় পৌঁছেছে ইরান ও আইএইএ,পরমাণু কেন্দ্রের নজরদারি ক্যামেরা নিয়ে সমঝোতায় পৌঁছেছে ইরান ও আইএইএ,1
টেলিভিশন স্ক্রিন এতই পাতলা যে তা গুটিয়ে রাখা যােব,টেলিভিশন স্ক্রিন এতই পাতলা যে তা গুটিয়ে রাখা যাবে,1
"স্বাস্থ্য দফতর সূত্র েখবর, নির্দেশ এলেই ভ্যাকসিন নিয়ে বেরিয়ে পড়বে বিশেষ গাড়িগুলি।","স্বাস্থ্য দফতর সূত্রে খবর, নির্দেশ এলেই ভ্যাকসিন নিয়ে বেরিয়ে পড়বে বিশেষ গাড়িগুলি।",1
"পটুয়াখালীতে ছাত্রলীগেতর দু'গ্রুপের সংঘর্ষ, পুলিশসহ আহত ১০","পটুয়াখালীতে ছাত্রলীগের দু'গ্রুপের সংঘর্ষ, পুলিশসহ আহত ১০",1
নিউজিল্যান্ডের কানে বক্সারের কামড় বসালেন মরক্কোর ইউনেস বাল্লা,নিউজিল্যান্ডের বক্সারের কানে কামড় বসালেন মরক্কোর ইউনেস বাল্লা,1
কিন্তু শয়তান তো প্রতিনিয়ত সব রূপেই প্রতিস্থাপিত রূপেই হয়,কিন্তু শয়তান তো প্রতিনিয়ত সব রূপেই প্রতিস্থাপিত হয়,1
ব্রিটেনকে সেইলিংয়ের ফিন পুরুষ ইভেন্টে টানা পঞ্চম অলিম্পিক সোনা এনে দিয়েছেন জাইলস স্কট।,ব্রিটেনকে সেইলিংয়ের ফিন পুরুষ ইভেন্টে টানা পঞ্চম অলিম্পিক সোনা এনে দিয়েছেন জাইলস স্কট।,0
সম্মেলনের পাশাপাশি তিনি বিশ্বের বিভিন্ন গুরুত্বপূর্ণ নেতার সঙ্গে বৈঠক করবেন বলেও জানিয়েছে পাক সরকার।,সম্মেলনের পাশাপাশি তিনি বিশ্বের বিভিন্ন গুরুত্বপূর্ণ নেতার সঙ্গে বৈঠক করবেন বলেও জানিয়েছে পাক সরকার।,0
জলে নেমে কুমিরের সঙ্গে সঙ্গে যুদ্ধের প্রস্তুতি সিএনএন-এর৷,জলে নেমে কুমিরের সঙ্গে যুদ্ধের প্রস্তুতি সিএনএন-এর৷,1
বিদ্যমান আইনের যতটুকু সম্ভব বাস্তবায়ন ও প্রয়োগ করার আশ্বাস দেন সিইসি নূরুল হুদা।,বিদ্যমান আইনের যতটুকু সম্ভব বাস্তবায়ন ও প্রয়োগ করার আশ্বাস দেন সিইসি নূরুল হুদা।,0
"প্রকাশ : ০৩ জুন ২০২১, ০৪:১০ আপডেট আপডেট : ০৩ জুন ২০২১, ১৩:২৩","প্রকাশ : ০৩ জুন ২০২১, ০৪:১০ আপডেট : ০৩ জুন ২০২১, ১৩:২৩",1
রিটে জামালপুর-৪ আসনের এমপি মুরাদ হাসানে কর্মকাণ্ডের বিচার বিভাগীয় তদন্তও চাওয়া তদন্তও হয়েছে।,রিটে জামালপুর-৪ আসনের এমপি মুরাদ হাসানে কর্মকাণ্ডের বিচার বিভাগীয় তদন্তও চাওয়া হয়েছে।,1
সিলেটে উন্নয়ন মেলা পরিদর্শন শেষে কথা বলেন সিইস িকে এম নুরুল হুদা। ছবি: এনটিভি,সিলেটে উন্নয়ন মেলা পরিদর্শন শেষে কথা বলেন সিইসি কে এম নুরুল হুদা। ছবি: এনটিভি,1
লিবিয়া থেকে দেশে ফির আসলেন দেড়শতাধিক বাংলাদেশি অভিবাসী- ফাইল ছবি,লিবিয়া থেকে দেশে ফিরে আসলেন দেড়শতাধিক বাংলাদেশি অভিবাসী- ফাইল ছবি,1
কিন্তু বলতে পানরলাম না !,কিন্তু বলতে পারলাম না !,1
"করেছেন। এখন যে প্রতিবাদ আমরা রেখেছি, অব্যাহত সেটি মুসলমানদের ওপর নৃশংস","করেছেন। এখন যে প্রতিবাদ আমরা অব্যাহত রেখেছি, সেটি মুসলমানদের ওপর নৃশংস",1
"এপ্রিল, ১৬ ই এপ্রিল, ২০১২ দুপুর ১২:৩৫","১৬ ই এপ্রিল, ২০১২  দুপুর ১২:৩৫",1
"০৬ ই জানুয়ারি, ২০১৬৮  সকাল ৮:৪০","০৬ ই জানুয়ারি, ২০১৮  সকাল ৮:৪০",1
২১ মে ২০ । ১৯:১০,২১ মে ২০ । ১৯:১০,0
"শহিদুল সৈয়দপুর আলম, থেকে ফিরে","শহিদুল আলম, সৈয়দপুর থেকে ফিরে",1
আরও পড়ুন:  সাংসদ-অভিনেত্রী মিমিকে দেখে অশ্লীল অঙ্গভঙ্গি কারয় ট্যাক্সিচালক গ্রেফতার,আরও পড়ুন:  সাংসদ-অভিনেত্রী মিমিকে দেখে অশ্লীল অঙ্গভঙ্গি করায় ট্যাক্সিচালক গ্রেফতার,1
মাঝগ্রাম জংশন রেলওয়ে স্টেশনের অবস্থান নাটোর জেলার লালপুর অবস্থান উপজেলার সীমানায়।,মাঝগ্রাম জংশন রেলওয়ে স্টেশনের অবস্থান নাটোর জেলার লালপুর উপজেলার সীমানায়।,1
মেয়েবেলার স্মৃতিকথন - কোরবানীর ঈদের ৫ টি স্মরণীয় মুহূর্ত!,মেয়েবেলার স্মৃতিকথন - কোরবানীর ঈদের ৫ টি স্মরণীয় মুহূর্ত!,0
- গোটা ফল সরাসরি খাবেন না।,- গোটা ফল সরাসরি খাবেন না।,0
মার্ডকের মুসলমান বিরোধী টুইটের জবাবে কৌতুক অভিনেতা আজিজ আনসারি রুপার্টের দোষ নামক হ্যাশট্যাগ চালু করেছে,মার্ডকের মুসলমান বিরোধী টুইটের জবাবে কৌতুক অভিনেতা আজিজ আনসারি রুপার্টের দোষ নামক হ্যাশট্যাগ চালু করেছে,0
সদস্য : জামিনুর রহমান শাওন,সদস্য : জামিনুর রহমান শাওন,0
আরও পড়ুন: স্যানিটাইজার-গাছ? উত্তরবঙ্গের বহু গ্রামে এই উদ্ভিদই হচ্ছে,আরও পড়ুন:  স্যানিটাইজার-গাছ? উত্তরবঙ্গের বহু গ্রামে এই উদ্ভিদই ব্যবহৃত হচ্ছে,1
"আপডেট : ১২ এপ্রিল, ২০২১ ২৩:৩৭","আপডেট : ১২ এপ্রিল, ২০২১ ২৩:৩৭",0
বিশ্ববিদ্যালয় ভর্তিচ্ছু ছা ত্রী ৯ দিন ধরে নিখোঁজ,বিশ্ববিদ্যালয় ভর্তিচ্ছু ছাত্রী ৯ দিন ধরে নিখোঁজ,1
"""আচ্ছা, এবার তাহলে বিশেষ আপেক্ষিকতা তত্ত্বের দ্বিতীয় স্বীকার্যটি একটু বলুন আমাদের,"" অনুরোধ করে সারাকা।","""আচ্ছা, এবার তাহলে বিশেষ আপেক্ষিকতা তত্ত্বের দ্বিতীয় স্বীকার্যটি একটু বলুন আমাদের,"" অনুরোধ করে সারাকা।",0
বেল্টু ঝিনাইদহ জেলায় জন্মগ্রহণ করেন।,বেল্টু ঝিনাইদহ জেলায় জন্মগ্রহণ করেন।,0
"ধোবির ছানাবড়া চোখ দুটো ছবিটার উপরেই সেঁটে রইলো। “কিন্তু এটা, এটা তো ব্যারিস্টার সাইয়িদ সেলিম!”","ধোবির ছানাবড়া চোখ দুটো ছবিটার উপরেই সেঁটে রইলো। “কিন্তু এটা, এটা তো ব্যারিস্টার সাইয়িদ সেলিম!”",0
"দা দিয়ে কুপিয়ে শ্বশুর, শাশুড়ি  ওস্ত্রীকে রক্তাক্ত জখম করে পালিয়ে যায় ঘাতক সুমন।","দা দিয়ে কুপিয়ে শ্বশুর, শাশুড়ি ও স্ত্রীকে রক্তাক্ত জখম করে পালিয়ে যায় ঘাতক সুমন।",1
-সুম নভাইয়া আমার একটা ছবি তুলে দেন না !!,-সুমন ভাইয়া আমার একটা ছবি তুলে দেন না !!,1
জেনে নিন কী এই ব্লু হোয়েল সুইসাইড গেম?,জেনে নিন কী এই ব্লু হোয়েল সুইসাইড গেম?,0
"খুলনা টাইগার্স বনাম কুমিল্লা ওয়ারিয়র্স। ১০ জানুয়ারি, সন্ধ্যা৭ টায়।","খুলনা টাইগার্স বনাম কুমিল্লা ওয়ারিয়র্স। ১০ জানুয়ারি, সন্ধ্যা ৭টায়।",1
মনেই রাখেনি খানিকটা ঘাটতির কথা-,মনেই রাখেনি খানিকটা ঘাটতির কথা-,0
নাকি সেই রমণীর একাকীত্বই নেই!,নাকি সেই রমণীর একাকীত্বই নেই!,0
"তাহেরা জেবীন বলেন, করোনাকালে শিক্ষা, স্বাস্থ্য, নারীর উন্নয়ন, খাদ্য, জীবন জীবিকা সবক্ষেত্রেই আদিবাসীদের দুর্বল।","তাহেরা জেবীন বলেন, করোনাকালে শিক্ষা, স্বাস্থ্য, নারীর উন্নয়ন, খাদ্য, জীবন জীবিকা সবক্ষেত্রেই আদিবাসীদের অবস্থা দুর্বল।",1
"আপড েট : ৩১ জানুয়ারি, ২০২১ ১৬:৫০","আপডেট : ৩১ জানুয়ারি, ২০২১ ১৬:৫০",1
"প্রকাশিত: ১০:৩০ অপরাহ্ণ, ৭ ডিেম্বর ২০২০","প্রকাশিত: ১০:৩০ অপরাহ্ণ, ৭ ডিসেম্বর ২০২০",1
"২৬ শে নভেম্বর, ২০১৮ ৩:২১ বিকাল","২৬ শে নভেম্বর, ২০১৮  বিকাল ৩:২১",1
কিভাবে মাটির নমুনা নিতে হয়,কিভাবে মাটির নমুনা নিতে হয়,0
আটক মোরসালিন একই উপজেলার মথুরাপুর নূর গ্রামের হোসেনের ছেলে।,আটক মোরসালিন একই উপজেলার মথুরাপুর গ্রামের নূর হোসেনের ছেলে।,1
"একটু ভাবে, একটি বার চোখের দেখার প্রহর গোনে","একটু ভাবে, একটি বার চোখের দেখার প্রহর গোনে",0
আপাতত তা ছবির প্রি-প্রোডাকশনের কাজ চলছে। তা শেষ হলেই শুরু হয়ে যাবে শুটিং।,আপাতত ছবির প্রি-প্রোডাকশনের কাজ চলছে। তা শেষ হলেই শুরু হয়ে যাবে শুটিং।,1
"আপডেটপ : ১২ জুলাই, ২০২১ ২২:৫৬","আপডেট : ১২ জুলাই, ২০২১ ২২:৫৬",1
মোহাম্মদ নাম: মোহাম্মদ মাহবুবুল হক খান।,নাম: মোহাম্মদ মাহবুবুল হক খান।,1
"সর্বশেষ : ২৭ শে ফেব্রুয়ারি, ২০০৯ সকাল ১১:৪১","সর্বশেষ এডিট : ২৭ শে ফেব্রুয়ারি, ২০০৯  সকাল ১১:৪১",1
শ্রীনগর থেকে পহেলগাম যাওয়ার পথলের প্রাকৃতিক দৃশ্য আপনাকে মুগ্ধ করবে।,শ্রীনগর থেকে পহেলগাম যাওয়ার পথের প্রাকৃতিক দৃশ্য আপনাকে মুগ্ধ করবে।,1
