Input Sentences,Output Sentences,Grammatical Error
தேசிய வாத காங்கிரசில் மேக்னா பிரபல கவர்ச்சி நடிகை மேக்னா படேல்,தேசிய வாத காங்கிரசில் பிரபல கவர்ச்சி நடிகை மேக்னா படேல்,1
சஞ்சய் டேனேன்: தனக்கு கிடைக்க வேண்டிய பதவி உயர்வைக்ல கேட்டதற்காக கொல்லப்பட்டார்,சஞ்சய் டேனேன்: தனக்கு கிடைக்க வேண்டிய பதவி உயர்வைக் கேட்டதற்காக கொல்லப்பட்டார்,1
சாத்தான்குளம் தந்-தை- மகன் இறப்பு: நீதிமன்ற அனுமதி பெற்று சிபிஐ விசாரணை - முதல்வர் எடப்பாடி பழனிசாமி தகவல்,சாத்தான்குளம் தந்தை- மகன் இறப்பு: நீதிமன்ற அனுமதி பெற்று சிபிஐ விசாரணை - முதல்வர் எடப்பாடி பழனிசாமி தகவல்,1
"நறுக்கிய கொத்தமல்லித்தழை, புதினா - - தலா ஒரு டீஸ்பூன்","நறுக்கிய கொத்தமல்லித்தழை, புதினா - தலா ஒரு டீஸ்பூன்",1
"ஒரு தனிப்பட்ட விஷயம், ஆயிரக்கணக்கான மக்கள் ரசிக்கும் ஒரு ஒரு","ஒரு தனிப்பட்ட விஷயம், ஆயிரக்கணக்கான மக்கள் ரசிக்கும் ஒரு",1
"""அரசின் நடவடிக்கைகளை நன்றாகப் புரிந்து கொண்டிருக்கிறீர்கள்!"" - அன்புமணியிடம் பேசிய மோடி!","""அரசின் நடவடிக்கைகளை நன்றாகப் புரிந்து கொண்டிருக்கிறீர்கள்!"" - அன்புமணியிடம் பேசிய மோடி!",0
"பாகிஸ்தான் தெய்வ நிந்தனை வழக்கு: இந்து கால்நடை மருத்துவர் மீது குற்றச்சாட்டு, கடைகளுக்கு தீ வைப்பு","பாகிஸ்தான் தெய்வ நிந்தனை வழக்கு: இந்து கால்நடை மருத்துவர் மீது குற்றச்சாட்டு, கடைகளுக்கு தீ வைப்பு",0
மதுரையில் அலங்காநல்லூர் பலத்த பாதுகாப்பு; அலங்காநல்லூர் அருகே தடையை மீறி ஜல்லிக்கட்டு,மதுரையில் பலத்த பாதுகாப்பு; அலங்காநல்லூர் அருகே தடையை மீறி ஜல்லிக்கட்டு,1
உழவர் தின ிழா நிறைவு விழா,உழவர் தின விழா நிறைவு விழா,1
தயாரிப்பாளர்கள் சங்கத்தில் இருந்து நடகிர் பார்த்திபன் ராஜினாமா!,தயாரிப்பாளர்கள் சங்கத்தில் இருந்து நடிகர் பார்த்திபன் ராஜினாமா!,1
மழை நீரை தலைவர்களுக்கு சேமியுங்கள்: கிராம தலைவர்களுக்கு பிரதமர் கடிதம்,மழை நீரை சேமியுங்கள்: கிராம தலைவர்களுக்கு பிரதமர் கடிதம்,1
வன்முறையை ஒழிக்க- இறைவனை நாடுவதே நிரந்தரத் தீர்வு!,வன்முறையை ஒழிக்க- இறைவனை நாடுவதே நிரந்தரத் தீர்வு!,0
எப்போது வேண்டுமானாலும் சந்திக்க என்னை சந்திக்க முடியும்!,எப்போது வேண்டுமானாலும் என்னை சந்திக்க முடியும்!,1
சைபர் சய்யிட்டி பணியாளர்களின் அடிப்படைப் பாத்திரங்களைக் கற்றுக் கொள்ளுங்கள்,விமானப்படை சைபர் சய்யிட்டி பணியாளர்களின் அடிப்படைப் பாத்திரங்களைக் கற்றுக் கொள்ளுங்கள்,1
பிரனா்சில் இடம்பெற்ற “தமிழின விடுதலைப் பற்றாளர்” கிருபை நடராசா,பிரான்சில் இடம்பெற்ற “தமிழின விடுதலைப் பற்றாளர்” கிருபை நடராசா,1
"ஆறாது! - காயங்கள், எழுத்தில் ஆறியது; எண்ணத்தில் ஆறாது!","- காயங்கள், எழுத்தில் ஆறியது; எண்ணத்தில் ஆறாது!",1
அண்ணா - பெரியார் -க ாமராஜர்,அண்ணா - பெரியார் - காமராஜர்,1
கத்திக் குத்தில் பிரித்தானிய நாடாளுமன்ற உறுப்பினர் பலி,கத்திக் குத்தில் பிரித்தானிய நாடாளுமன்ற உறுப்பினர் பலி,0
விவகாரம் : நால்வர் கைது,மாவனெல்ல விவகாரம் : நால்வர் கைது,1
அரசு மருத்துவமனை நர்சுகளுக்கு சீருைட வழங்குவதில் இழுபறி,அரசு மருத்துவமனை நர்சுகளுக்கு சீருடை வழங்குவதில் இழுபறி,1
அரசியல் கைதிகளின் விடுதலையை வலியுறுத்தி அவர் ஊடகங்களுக்கு விடுத்துள்ள செய்திக்குறிப்பில் மேலும் தெரிவிக்கப்ப்டுள்ளதாவது,அரசியல் கைதிகளின் விடுதலையை வலியுறுத்தி அவர் ஊடகங்களுக்கு விடுத்துள்ள செய்திக்குறிப்பில் மேலும் தெரிவிக்கப்பட்டுள்ளதாவது,1
மின் தடைக்கான காரணம் என்ன? விசாரணை நடத்துமாு டளஸ் அதிரடி உத்தரவு,மின் தடைக்கான காரணம் என்ன? விசாரணை நடத்துமாறு டளஸ் அதிரடி உத்தரவு,1
டாக்ஸ் சேவர் ஃபண்டில் எஸ்ஐபி  அல்லது மொத்தமகா முதலீடு - இதில் எது லாபகரமாக இருக்கும்?,டாக்ஸ் சேவர் ஃபண்டில் எஸ்ஐபி  அல்லது மொத்தமாக முதலீடு - இதில் எது லாபகரமாக இருக்கும்?,1
இந்த அமைந்துள்ள சிற்றூர்களின் பட்டியல்:,இந்த ஊராட்சியில் அமைந்துள்ள சிற்றூர்களின் பட்டியல்:,1
இது தொடர்பாக தமிழக அரசு நேற்று வெளியிட்டுள்ள செ்திக்குறிப்பு:,இது தொடர்பாக தமிழக அரசு நேற்று வெளியிட்டுள்ள செய்திக்குறிப்பு:,1
இது தொடர்பில் தனது முகநூலில் பதிவிட்டுள்ள மனோ,"இது தொடர்பில் தனது முகநூலில் பதிவிட்டுள்ள மனோ கணேசன்,",1
காஷ்மீர் பிரச்சனை: கிரிக்கெட் டுவிட்டரில் மோதிக்கொண்ட இந்திய பாகிஸ்தான் கிரிக்கெட் வீரர்கள்,காஷ்மீர் பிரச்சனை: டுவிட்டரில் மோதிக்கொண்ட இந்திய பாகிஸ்தான் கிரிக்கெட் வீரர்கள்,1
இடைநிலை ஆசிரியர்கள் தகுதித்தேர்வுக்கு இடைக்கால தடை,இடைநிலை ஆசிரியர்கள் தகுதித்தேர்வுக்கு ஐகோர்ட் இடைக்கால தடை,1
சமையல் எண்ணெயில் எதுந ல்லது? எவ்வாறு தேர்வு செய்ய வேண்டும்?,சமையல் எண்ணெயில் எது நல்லது? எவ்வாறு தேர்வு செய்ய வேண்டும்?,1
லெனோவோ நிறுவனத்தின் புதிய கேமிங் ஸ்மாரட்்போன் விரைவில் அறிமுகம்!,லெனோவோ நிறுவனத்தின் புதிய கேமிங் ஸ்மார்ட்போன் விரைவில் அறிமுகம்!,1
அரசர்: இல்லை அமைச்சரே! அரியாசனத்திலே கீழே தடுக்கிக் விழுந்ததால் ஏற்பட்ட புண்,அரசர்: இல்லை அமைச்சரே! அரியாசனத்திலே தடுக்கிக் கீழே விழுந்ததால் ஏற்பட்ட புண்,1
பொது உயிரை விட சீரியல் தான் முக்கிய் மொபைல்போனில் சீரியல் பார்த்துக்கொண்டே பைக் ஓட்டிய நபர்,பொது உயிரை விட சீரியல் தான் முக்கியம் மொபைல்போனில் சீரியல் பார்த்துக்கொண்டே பைக் ஓட்டிய நபர்,1
மறுபடி சிறைக்குச் செல்லுமுன் சற்றே ரிலாக்ஸாக ரஇுந்த பிரகாஷிடம் பேசினோம்-,மறுபடி சிறைக்குச் செல்லுமுன் சற்றே ரிலாக்ஸாக இருந்த பிரகாஷிடம் பேசினோம்-,1
கிளிநொச்சியில் முரளி நல்லிணக்க வெற்றிக்கிண்ண போட்டி,கிளிநொச்சியில் முரளி நல்லிணக்க வெற்றிக்கிண்ண போட்டி,0
விபத்தின் விளைவில் பணியாளர் பட்ட வீரிய கதிரடிகள்,விபத்தின் விளைவில் பணியாளர் பட்ட வீரிய கதிரடிகள்,0
முட்டை ஓட்டை பயன்படுத்தி சருமத்தை !! பராமரிக்க !!,முட்டை ஓட்டை பயன்படுத்தி சருமத்தை பராமரிக்க !!,1
சேருவில பதிவில் தேர்தல் தொகுதிக்கான வாக்குப் பதிவில் கோத்தாபய முன்னிலை!,சேருவில தேர்தல் தொகுதிக்கான வாக்குப் பதிவில் கோத்தாபய முன்னிலை!,1
"மெஜஸ்டிக் ப்ளாக், ராயல் கோல்ட் மற்ுறம் க்ரவுன் சில்வர் நிறங்களில் இது வெளியாகிறது","மெஜஸ்டிக் ப்ளாக், ராயல் கோல்ட் மற்றும் க்ரவுன் சில்வர் நிறங்களில் இது வெளியாகிறது",1
வயது மூலம் உள்நோக்கிய அழுத்தம் நெறிமுறைகள்,வயது மூலம் உள்நோக்கிய அழுத்தம் நெறிமுறைகள்,0
"பிரிவில் டி உருகுவே, இத்தாலி, இங்கிலாந்த், கோஸ்டரிகா ஆகிய அணிகளும்","டி பிரிவில் உருகுவே, இத்தாலி, இங்கிலாந்த், கோஸ்டரிகா ஆகிய அணிகளும்",1
உள்ளாட்சி தேர்தலில் தனித்து போட்டி; மக்கள் நீதி மய்யம்த லைவர் கமல் அறிவிப்பு,உள்ளாட்சி தேர்தலில் தனித்து போட்டி; மக்கள் நீதி மய்யம் தலைவர் கமல் அறிவிப்பு,1
அப்பி லீ நடன நிறுவனத்தின் துவக்கம்,அப்பி லீ நடன நிறுவனத்தின் துவக்கம்,0
இங்கிலாந்தில் வெள்ளத்தால் பாதக்கப்பட்ட பகுதிகளைக் மீளக்கட்டியெழுப்ப உதவும் சிரிய அகதிகள்:,இங்கிலாந்தில் வெள்ளத்தால் பாதிக்கப்பட்ட பகுதிகளைக் மீளக்கட்டியெழுப்ப உதவும் சிரிய அகதிகள்:,1
வேறு ஜீவராசிகள் செ்ய முடியாத செயலாகும் சிரிப்பு,வேறு ஜீவராசிகள் செய்ய முடியாத செயலாகும் சிரிப்பு,1
சென்னையில் யூடியூப் சேனல் உரிமையாளர்கள் கைது: பெண்களிடம் பேசியதாக புகார்!,சென்னையில் யூடியூப் சேனல் உரிமையாளர்கள் கைது: பெண்களிடம் ஆபாசமாக பேசியதாக புகார்!,1
கேள்வி: எவ்வளவு கொடுப்பனவு இருப்பு இருப்புக்கள் பெறுகின்றன?,கேள்வி: எவ்வளவு வீட்டுவசதி கொடுப்பனவு இருப்பு இருப்புக்கள் பெறுகின்றன?,1
வேலைவாய்ப்புகளில் சொந்த மநில மக்களுக்கு முக்கியத்துவம்,வேலைவாய்ப்புகளில் சொந்த மாநில மக்களுக்கு முக்கியத்துவம்,1
மாகாணங்களிலும் உள்ள மக்களின் கருத்துக்களை கேட்டறிய எதிர்பார்த்துள்ளதாக,மாகாணங்களிலும் உள்ள மக்களின் கருத்துக்களை கேட்டறிய எதிர்பார்த்துள்ளதாக,0
சீனாவின் தடுப்பூசிகள் எப்படி வேலை செய்யும்?,சீனாவின் தடுப்பூசிகள் எப்படி வேலை செய்யும்?,0
கேரளாவில் செல்போனில் பெண்ணுக்கது பாலியல் தொல்லை கொடுத்த அமைச்சர்  ராஜினாமா,கேரளாவில் செல்போனில் பெண்ணுக்கு பாலியல் தொல்லை கொடுத்த அமைச்சர்  ராஜினாமா,1
பிறகு ஏன் பெண்கள் முகத்தில் மஞ்சள் பூசிக் குளிக்கிறார்கள்?,பிறகு ஏன் பெண்கள் முகத்தில் மஞ்சள் பூசிக் குளிக்கிறார்கள்?,0
தமிழகத்தில் வெற்றி டம் என்பதே இல்லை: அமைச்சர் ராஜேந்திர பாலாஜி பேட்டி,தமிழகத்தில் வெற்றிடம் என்பதே இல்லை: அமைச்சர் ராஜேந்திர பாலாஜி பேட்டி,1
தமிழக ஆுளுநரை திரும்பப் பெற வேண்டும்! ஜனாதிபதிக்கு திருமாவளவன் கடிதம்!,தமிழக ஆளுநரை திரும்பப் பெற வேண்டும்! ஜனாதிபதிக்கு திருமாவளவன் கடிதம்!,1
யோகா குரு ராம்தேவின் பதஞ்சலி நிறுவனத்ிதற்கு மத்திய அரசு அறிவுறுத்தல் !,யோகா குரு ராம்தேவின் பதஞ்சலி நிறுவனத்திற்கு மத்திய அரசு அறிவுறுத்தல் !,1
மனிதனால் ஏற்படுத்தப்படும் பேரழிவுகளுக்கான உதாரணங்கள் பின்வருமாறு: பின்வருமாறு:,மனிதனால் ஏற்படுத்தப்படும் பேரழிவுகளுக்கான உதாரணங்கள் பின்வருமாறு:,1
மீனவர்கள் கைது: பிரதமுக்கு ஜெயலலிதா கடிதம்,மீனவர்கள் கைது: பிரதமருக்கு ஜெயலலிதா கடிதம்,1
"? வேதத்தைப் பொறுத்தவரையில் ஒலியே எனும்போது, கோயில்கள், விக்கிரக ஆராதனைகளுக்கு வேதம் இடம் தரவில்லையா?","? வேதத்தைப் பொறுத்தவரையில் ஒலியே பிரதானம் எனும்போது, கோயில்கள், விக்கிரக ஆராதனைகளுக்கு வேதம் இடம் தரவில்லையா?",1
உலகிலேயே அதிக எடை கொண்ட பெண் மரணம்!,உலகிலேயே அதிக எடை கொண்ட பெண் மரணம்!,0
சர்ச்சை கருத்துக்கு மன்னிப்பு கேட்ட எலன் மஸ்க்!!,சர்ச்சை கருத்துக்கு மன்னிப்பு கேட்ட எலன் மஸ்க்!!,0
பெங்களூரில் வீட்டு மொட்டைமாடியில் தரை ஹெலிகாப்டர்,பெங்களூரில் வீட்டு மொட்டைமாடியில் தரை இறங்கிய ஹெலிகாப்டர்,1
ஜராசந்தனின் பிறப்புப் பற்றி மகாபாரதம் பின்வருமாறு கூறுகிறது: கூறுகிறது:,ஜராசந்தனின் பிறப்புப் பற்றி மகாபாரதம் பின்வருமாறு கூறுகிறது:,1
மக்கள் விடுதலை முன்னணியின் செய்தியாளர் சந்திப்பில் இன்று கலந்துகொண்டு கருத்து தெரிவிக்கும் போதே கட்சியின் பொதுச்செயலாளர் ரில்வின் சில்வா தெரிவித்தார்,மக்கள் விடுதலை முன்னணியின் செய்தியாளர் சந்திப்பில் இன்று கலந்துகொண்டு கருத்து தெரிவிக்கும் போதே கட்சியின் பொதுச்செயலாளர் ரில்வின் சில்வா தெரிவித்தார்,0
"பல்வேறு நோய்த்தாக்கத்தை காரணிகள் ஏற்படுத்தலாம், அவற்றில் சில:","பல்வேறு காரணிகள் நோய்த்தாக்கத்தை ஏற்படுத்தலாம், அவற்றில் சில:",1
அயோத்தி விவகாரம்: நரேந்திர மோடி - யோகி ஆததி்யநாத் சந்திப்பு!,அயோத்தி விவகாரம்: நரேந்திர மோடி - யோகி ஆதித்யநாத் சந்திப்பு!,1
"இந்த தயாரிப்பு அடிக்கட ிஒப்பனை நோக்கங்களுக்காக பயன்படுத்தப்படுகிறது, இது தோல் மீது சாதகமான விளைவை விளக்குகிறது:","இந்த தயாரிப்பு அடிக்கடி ஒப்பனை நோக்கங்களுக்காக பயன்படுத்தப்படுகிறது, இது தோல் மீது சாதகமான விளைவை விளக்குகிறது:",1
இந்தியா வர அளிக்கப்பட்ட விசாக்கள் அனைத்தும் இன்று நள்ளி ரவு முதல் ரத்து!,இந்தியா வர அளிக்கப்பட்ட விசாக்கள் அனைத்தும் இன்று நள்ளிரவு முதல் ரத்து!,1
"உள்ளம், சிந்தனை, எண்ணம் என்பனவ்றறிலும் மாற்றங்கள் ஏற்பட வேண்டும் - முன்னாள் ஜனாதிபதி சந்திரிக்கா","உள்ளம், சிந்தனை, எண்ணம் என்பனவற்றிலும் மாற்றங்கள் ஏற்பட வேண்டும் - முன்னாள் ஜனாதிபதி சந்திரிக்கா",1
ரஷ்ய எதிர்க்கட்சி தலைவருக்கு விஷம்: விசாரணை நடத்த பிரிட்டன் பிரதமர் வலியுறுத்தல்,ரஷ்ய எதிர்க்கட்சி தலைவருக்கு விஷம்: விசாரணை நடத்த பிரிட்டன் பிரதமர் வலியுறுத்தல்,0
வகை: பெண்கள் நிலையை: விட்டது,வகை: பெண்கள் நிலையை: நிறைவேற்றப்பட்டு விட்டது,1
ஃப்ரீலான்ஸ் வேலைகள் நீங்கள் வீட்டில இருந்து வேலை செய்யலாம்,ஃப்ரீலான்ஸ் வேலைகள் நீங்கள் வீட்டில் இருந்து வேலை செய்யலாம்,1
விசாரணைக்கு நான் தயார்; ஆனால் அவர்கள் விசாரணையை விரும்பவில்லை!,விசாரணைக்கு நான் தயார்; ஆனால் அவர்கள் விசாரணையை விரும்பவில்லை!,0
பழைய நெளி அட்டை அட்டை மறுசுழற்சி செயல்முறை,பழைய நெளி அட்டை அட்டை மறுசுழற்சி செயல்முறை,0
நீங்கள் என்ன ஆன்லைன் வேண்டும்? வணிக மாதிரி தேர்வு செய்ய வேண்டும்?,நீங்கள் என்ன ஆன்லைன் வணிக மாதிரி தேர்வு செய்ய வேண்டும்?,1
பெண்களுக்கு பாதுகாப்பு இல்லா தநகரங்கள்; டெல்லி தொடர்ந்து முதலிடம்,பெண்களுக்கு பாதுகாப்பு இல்லாத நகரங்கள்; டெல்லி தொடர்ந்து முதலிடம்,1
பொருள் அனைத்தும் பொருளாதார மேதை காக்க,பொருள் அனைத்தும் பொருளாதார மேதை காக்க,0
இலங்கை தமிழரசு கட்சி பட்டிருப்பு தலைவர் தொகுதித் அரியநேத்திரன்,இலங்கை தமிழரசு கட்சி பட்டிருப்பு தொகுதித் தலைவர் அரியநேத்திரன்,1
போக்குவரத்து போலீசார் அலட்சியம் திண்டிவனம் நேரு வீதியில் 'டிராபிக் ஜாம்',போக்குவரத்து போலீசார் அலட்சியம் திண்டிவனம் நேரு வீதியில் 'டிராபிக் ஜாம்',0
"அரிதான இரத்தப்போ்ககு கர்ப்பப்பை வாய் அழற்சி, பாலிப்;","அரிதான இரத்தப்போக்கு கர்ப்பப்பை வாய் அழற்சி, பாலிப்;",1
"பேச்சும், செயலும் ஒன்றுக்கொன்று முரண்பட்டால் என்னாகும்?","பேச்சும், செயலும் ஒன்றுக்கொன்று முரண்பட்டால் என்னாகும்?",0
இந்த ஊராட்சியில் அமைந்துள்ள சிற்றூர்களின்,இந்த ஊராட்சியில் அமைந்துள்ள சிற்றூர்களின் பட்டியல்:,1
உன் அனுபவத்தில் மனம் அலறிய நொடி எது நொடி ?,உன் அனுபவத்தில் மனம் அலறிய நொடி எது ?,1
சொல்லிய பாட்டின் பொருள் உணர்ந்து சொல்லுவார்,சொல்லிய பாட்டின் பொருள் உணர்ந்து சொல்லுவார்,0
"ரொம்ப நாள் ஆச்சே, ஏன் இன்னும் ஜெயலலிதா அமைச்சர்களை மாத்தலை?","ரொம்ப நாள் ஆச்சே, ஏன் இன்னும் ஜெயலலிதா அமைச்சர்களை மாத்தலை?",0
ஜோலி ஒரு உடைகளில் ரசிகர்கள் முன் தோன்றினார்,ஜோலி ஒரு சிறிய உடைகளில் ரசிகர்கள் முன் தோன்றினார்,1
பியர் விலைக் குறைப்புக்கு எதிராக கீரிமலையில் போராட்டம் போராட்டம்,பியர் விலைக் குறைப்புக்கு எதிராக  கீரிமலையில் போராட்டம்,1
"""கடிதம் போட்டோம்களத்தில் குதித்தோம் !","""கடிதம் போட்டோம் களத்தில் குதித்தோம் !",1
ச ிவானந்தா குருகுல நிறுவனர் மறைவுக்கு ஸ்டாலின் அஞ்சலி,சிவானந்தா குருகுல நிறுவனர் மறைவுக்கு ஸ்டாலின் அஞ்சலி,1
நினைவு உலகத் தமிழர் ஆராச்சி மாநாட்டு நினைவு தினம்,உலகத் தமிழர் ஆராச்சி மாநாட்டு நினைவு தினம்,1
உன் கவிதைவரிகளின் டநுட்பத்தோடு கூடவே வரும்,உன் கவிதைவரிகளின் நுட்பத்தோடு கூடவே வரும்,1
"சுயமாகச் சம்பாதிக்கும் பெண்கள ்பெற்றோருக்கு அடங்குவதில்லையே, ஏன்?","சுயமாகச் சம்பாதிக்கும் பெண்கள் பெற்றோருக்கு அடங்குவதில்லையே, ஏன்?",1
கிடா விருந்துக்கு மயங்கா தகொங்கு மக்கள்,கிடா விருந்துக்கு மயங்காத கொங்கு மக்கள்,1
"பாதி பாதி மீசை, தலைமுடியை மழித்து போராட்டம்","பாதி மீசை, பாதி தலைமுடியை மழித்து போராட்டம்",1
கனேடிய ஆலோசகர்கள் மற்றும் ிஒப்பந்ததாரர்கள் சிறப்பு கவனிப்பு எடுக்க வேண்டும்,கனேடிய ஆலோசகர்கள் மற்றும் ஒப்பந்ததாரர்கள் சிறப்பு கவனிப்பு எடுக்க வேண்டும்,1
பள்ளத்தில் கவிழ இருந்த பேருந்தை யானை யானை காப்பாற்றியது உண்மையா??,பள்ளத்தில் கவிழ இருந்த பேருந்தை யானை காப்பாற்றியது உண்மையா??,1
பிரியங்கா சோப்ரா கர்ப்பமா? வைரலாகும் புகைப்படம்!,பிரியங்கா சோப்ரா கர்ப்பமா? வைரலாகும் புகைப்படம்!,0
வெள்ளையா இருக்கிறவன் பொய் சொல்ல மாட்டான்,வெள்ளையா இருக்கிறவன் பொய் சொல்ல மாட்டான்,0
தம்பி மகளை  சீரழித்த கொடூரன்! இப்படியும் சில மனித மிருகங்கள்,தம்பி மகளை  சீரழித்த கொடூரன்! இப்படியும் சில மனித மிருகங்கள்,0
'தேசத்துக்கு மகுடம்'கிரிக்கெட் போட்டியில் வெற்றியீட்டியவர்கள் கௌரவிப்பு,'தேசத்துக்கு மகுடம்' கிரிக்கெட் போட்டியில் வெற்றியீட்டியவர்கள் கௌரவிப்பு,1
முன்னாள் போராளிகள் மற்றும் அரசியல் கைதிகளின் குடும்பங்களுக்கு வாழ்வாதார  உள்ளீடுகள்,முன்னாள் போராளிகள் மற்றும் அரசியல் கைதிகளின் குடும்பங்களுக்கு வாழ்வாதார உள்ளீடுகள்,1
"''சதீஷ்!'' என்றவள், காலையில் நடந்த சகலமும் சொல்ல,","''சதீஷ்!'' என்றவள், காலையில் நடந்த சகலமும் சொல்ல,",0
இந்த ஊராட்சியில் அமைந்துள்ள பட்டியல்:,இந்த ஊராட்சியில் அமைந்துள்ள சிற்றூர்களின் பட்டியல்:,1
சுயநிர்ணய உரிமையை காட்சிப்பொருளாக கையாளும் வரை போராடுவோர் பலியாகுவர்!,சுயநிர்ணய உரிமையை காட்சிப்பொருளாக கையாளும் வரை போராடுவோர் பலியாகுவர்!,0
அமைச்சர் கயந்த கருாதிலக்க இத்தாலியில் திருத்தந்தையிடம் நல்லாசி,அமைச்சர் கயந்த கருணாதிலக்க இத்தாலியில் திருத்தந்தையிடம் நல்லாசி,1
கவனத்திற்குரிய உருப்படிக்கு ஸ்டைலிங் செய்ய அல்லது தனிப்பட்ட விருப்பங்களை மற்றும் முடி தரம் மற்றும் பல அளவுருக்கள் பொறுத்தது:,கவனத்திற்குரிய உருப்படிக்கு ஸ்டைலிங் செய்ய அல்லது தனிப்பட்ட விருப்பங்களை மற்றும் முடி தரம் பல அளவுருக்கள் பொறுத்தது:,1
அண்மைக் இந்திய மியூச்சுவல் ஃபண்ட் துறை தொழில்நுட்பரீதியாக சிறப்பான வளர்ச்சி கண்டுவருகிறது!,அண்மைக் காலத்தில் இந்திய  மியூச்சுவல் ஃபண்ட் துறை தொழில்நுட்பரீதியாக சிறப்பான வளர்ச்சி கண்டுவருகிறது!,1
அடுத்த ஏப்ரலில் அமெரிக்கர்கள் அனைவருக்கும் கொரோனா தடுப்பூசி கிடைத்து விடும்: டிரம்ப்,அடுத்த ஏப்ரலில் அமெரிக்கர்கள் அனைவருக்கும் கொரோனா தடுப்பூசி கிடைத்து விடும்: டிரம்ப்,0
தமிழில் குடமுழுக்கு செய்வது எப்படி துவங்கியது?,தமிழில் குடமுழுக்கு செய்வது எப்படி துவங்கியது?,0
காபூல் விமான நிலையத்தில் நடந்த பயங்கர தாக்குதலில் உயிரிழந்த பெண்! முதன் முறையாக வெளியானபுகைப்படம்,காபூல் விமான நிலையத்தில் நடந்த பயங்கர தாக்குதலில் உயிரிழந்த பெண்! முதன் முறையாக வெளியான புகைப்படம்,1
